"207,976";"109";"5 เม.ย.2015 12:00";"6.3";"7.0";"252.1";"31.8";"-";"ปกติ"
"208,037";"109";"5 เม.ย.2015 12:30";"6.5";"8.2";"251.5";"32.4";"-";"ปกติ"
"208,091";"109";"5 เม.ย.2015 13:00";"6.5";"7.9";"252.1";"32.6";"-";"ปกติ"
"208,154";"109";"5 เม.ย.2015 13:30";"6.5";"7.4";"252.2";"32.8";"-";"ปกติ"
"208,209";"109";"5 เม.ย.2015 14:00";"6.4";"7.4";"252.0";"32.6";"-";"ปกติ"
"208,272";"109";"5 เม.ย.2015 14:30";"6.3";"7.3";"251.6";"31.9";"-";"ปกติ"
"208,327";"109";"5 เม.ย.2015 15:00";"6.3";"7.7";"251.4";"32.0";"-";"ปกติ"
"208,390";"109";"5 เม.ย.2015 15:30";"6.3";"7.7";"251.3";"32.1";"-";"ปกติ"
"208,445";"109";"5 เม.ย.2015 16:00";"6.3";"7.7";"250.7";"32.0";"-";"ปกติ"
"208,508";"109";"5 เม.ย.2015 16:30";"6.4";"7.8";"251.4";"32.1";"-";"ปกติ"
"208,563";"109";"5 เม.ย.2015 17:00";"6.4";"7.9";"251.8";"32.3";"-";"ปกติ"
"208,626";"109";"5 เม.ย.2015 17:30";"6.6";"9.6";"249.4";"32.5";"-";"ปกติ"
"208,681";"109";"5 เม.ย.2015 18:00";"6.6";"8.8";"250.6";"32.2";"-";"ปกติ"
"208,744";"109";"5 เม.ย.2015 18:30";"6.5";"8.1";"251.7";"32.0";"-";"ปกติ"
"208,798";"109";"5 เม.ย.2015 19:00";"6.4";"8.0";"251.9";"31.9";"-";"ปกติ"
"208,861";"109";"5 เม.ย.2015 19:30";"6.3";"7.4";"252.7";"31.8";"-";"ปกติ"
"208,916";"109";"5 เม.ย.2015 20:00";"6.3";"7.4";"252.6";"31.7";"-";"ปกติ"
"208,980";"109";"5 เม.ย.2015 20:30";"6.3";"7.2";"252.9";"31.6";"-";"ปกติ"
"209,036";"109";"5 เม.ย.2015 21:00";"6.2";"7.0";"253.1";"31.6";"-";"ปกติ"
"209,100";"109";"5 เม.ย.2015 21:30";"6.2";"6.7";"253.3";"31.5";"-";"ปกติ"
"209,156";"109";"5 เม.ย.2015 22:00";"6.1";"6.6";"253.5";"31.4";"-";"ปกติ"
"209,220";"109";"5 เม.ย.2015 22:30";"6.1";"6.4";"253.6";"31.3";"-";"ปกติ"
"209,276";"109";"5 เม.ย.2015 23:00";"6.1";"6.3";"253.8";"31.3";"-";"ปกติ"
"209,340";"109";"5 เม.ย.2015 23:30";"6.1";"6.2";"253.6";"31.3";"-";"ปกติ"
"209,396";"109";"6 เม.ย.2015 00:00";"6.1";"6.2";"253.9";"31.2";"-";"ปกติ"
"209,460";"109";"6 เม.ย.2015 00:30";"6.1";"6.2";"254.1";"31.2";"-";"ปกติ"
"209,516";"109";"6 เม.ย.2015 01:00";"6.1";"6.1";"254.3";"31.1";"-";"ปกติ"
"209,580";"109";"6 เม.ย.2015 01:30";"6.1";"6.1";"254.3";"31.1";"-";"ปกติ"
"209,636";"109";"6 เม.ย.2015 02:00";"6.1";"6.2";"254.3";"31.1";"-";"ปกติ"
"209,700";"109";"6 เม.ย.2015 02:30";"6.1";"6.2";"254.3";"31.1";"-";"ปกติ"
"209,756";"109";"6 เม.ย.2015 03:00";"6.1";"6.2";"254.3";"31.1";"-";"ปกติ"
"209,819";"109";"6 เม.ย.2015 03:30";"6.1";"6.2";"254.0";"31.1";"-";"ปกติ"
"209,875";"109";"6 เม.ย.2015 04:00";"6.1";"6.2";"254.1";"31.0";"-";"ปกติ"
"209,939";"109";"6 เม.ย.2015 04:30";"6.1";"6.1";"254.5";"31.0";"-";"ปกติ"
"209,994";"109";"6 เม.ย.2015 05:00";"6.1";"6.1";"254.6";"31.0";"-";"ปกติ"
"210,057";"109";"6 เม.ย.2015 05:30";"6.1";"6.1";"254.7";"31.0";"-";"ปกติ"
"210,112";"109";"6 เม.ย.2015 06:00";"6.1";"6.0";"254.8";"31.0";"-";"ปกติ"
"210,175";"109";"6 เม.ย.2015 06:30";"6.1";"6.0";"254.7";"31.0";"-";"ปกติ"
